speaker_slug,speaker_name,profile_path,profile_status,source_status,reference_review_status,source_audio,source_url,reference_audio,reference_exists,reference_duration_seconds,max_reference_seconds,declared_reference_duration_seconds,declared_duration_delta_seconds,reference_sha_status,reference_sha256,actual_reference_sha256,reference_text_word_count,risk_flags,warnings,profile_gate
jakub_limanowski,Jakub Limanowski,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\jakub_limanowski.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/jakub_limanowski/E31_Biologische_Psychologie_Podcast.mp3,https://verein-radio98eins.de/wp-content/uploads/2024/07/E31_Biologische%20Psychologie_Podcast.mp3,AudioTranscription/references/jakub_limanowski/jakub_limanowski_youtube_E31_Biologische_Psychologie_Podcast_ref_v2.wav,yes,6.050,11.500,6.05,0.000,ok,B95A81D4E6319EEBFBFFF858E286834D02075CFB79413E8B087F52190EF8D066,B95A81D4E6319EEBFBFFF858E286834D02075CFB79413E8B087F52190EF8D066,14,,source_audio_missing,warn
jasmine_t_ho,Jasmine T. Ho,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\jasmine_t_ho.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_caption_window_verified_needs_listening_review,AudioTranscription/sources/raw/jasmine_t_ho/srf_einstein_jasmine_36m48_36m57.mp4,https://www.srf.ch/play/tv/-/video/-?urn=urn:srf:video:28f4c73e-4cbd-46de-a985-1e367a35f314,AudioTranscription/references/jasmine_t_ho/jasmine_t_ho_srf_einstein_wie_rassismus_entsteht_ref_v2.wav,yes,8.400,11.500,8.4,0.000,ok,BA0053873CC5E84C3E2D74B7242A78C24F03EDF840565F15E63652BD7306518B,BA0053873CC5E84C3E2D74B7242A78C24F03EDF840565F15E63652BD7306518B,22,,source_audio_missing,warn
jean_pierre_changeux,Jean-Pierre Changeux,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\jean_pierre_changeux.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/jean_pierre_changeux/8yWmxcRkZz0.m4a.part,https://www.youtube.com/watch?v=8yWmxcRkZz0,AudioTranscription/references/jean_pierre_changeux/jean_pierre_changeux_youtube_8yWmxcRkZz0_ref_v2.wav,yes,8.600,11.500,8.6,0.000,ok,FA967EE8D6137097CBABD3CD4CBE2C72FAA0057A7CD6FC7B518B81934BB3F455,FA967EE8D6137097CBABD3CD4CBE2C72FAA0057A7CD6FC7B518B81934BB3F455,21,,source_audio_missing,warn
jean_remi_martin,Jean-Remi Martin,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\jean_remi_martin.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_needs_listening_review,AudioTranscription/references/jean_remi_martin/jean_remi_martin_canal_u_102973_source_section.wav,https://www.canal-u.tv/chaines/clermontmsh/colloque-situations-extremes-et-resilience/les-paradoxes-de-la-peur-panique-des,AudioTranscription/references/jean_remi_martin/jean_remi_martin_canal_u_102973_ref_v1.wav,yes,10.920,11.500,10.92,0.000,ok,8D3D4F03832F017E61E11F93B8C2FB98B6AF2315D8C2DA31E7163EE91C2DD57F,8D3D4F03832F017E61E11F93B8C2FB98B6AF2315D8C2DA31E7163EE91C2DD57F,41,,,pass
jennifer_windt,Jennifer Windt,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\jennifer_windt.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/jennifer_windt/pYZ67vg0FlY.webm,https://www.youtube.com/watch?v=pYZ67vg0FlY,AudioTranscription/references/jennifer_windt/jennifer_windt_youtube_pYZ67vg0FlY_ref_v2.wav,yes,8.100,11.500,8.1,0.000,ok,EE558AECEFC670416423957809E65BE90EBFB0E00CCA95E43092D88A33380AF0,EE558AECEFC670416423957809E65BE90EBFB0E00CCA95E43092D88A33380AF0,21,,source_audio_missing,warn
jeremy_skipper,Jeremy Skipper,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\jeremy_skipper.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/jeremy_skipper/3TjvrdhRqJg.webm,https://www.youtube.com/watch?v=3TjvrdhRqJg,AudioTranscription/references/jeremy_skipper/jeremy_skipper_youtube_3TjvrdhRqJg_ref_v3.wav,yes,6.500,11.500,6.5,0.000,ok,F7B433E292EC2D390DC48667214ABC62EEB5218A7B36291F243ECB03341186F9,F7B433E292EC2D390DC48667214ABC62EEB5218A7B36291F243ECB03341186F9,15,,source_audio_missing,warn
juan_gonzalez,Juan Gonzalez,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\juan_gonzalez.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/juan_gonzalez/an-interdisciplinary-journey-into-consciousness-research-juan-gonzalez.mp3,,AudioTranscription/references/juan_gonzalez/juan_gonzalez_interdisciplinary_journey_ref_v2.wav,yes,7.200,11.500,7.2,0.000,ok,B340484E70D571212C1232F632429A42095ED6B64767D53123FA30C2EFCEAA42,B340484E70D571212C1232F632429A42095ED6B64767D53123FA30C2EFCEAA42,14,,source_audio_missing,warn
karl_friston,Karl Friston,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\karl_friston.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_needs_listening_review,AudioTranscription/sources/raw/karl_friston/NwzuibY5kUs.webm,https://www.youtube.com/watch?v=NwzuibY5kUs,AudioTranscription/references/karl_friston/karl_friston_youtube_NwzuibY5kUs_ref_v2.wav,yes,10.000,11.500,10.0,0.000,ok,603BB1331B677F1C82B8C4FBCB1638D4E80A2828ED0A726CAF55B178F01EB838,603BB1331B677F1C82B8C4FBCB1638D4E80A2828ED0A726CAF55B178F01EB838,11,,source_audio_missing,warn
katrin_preller,Katrin Preller,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\katrin_preller.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/katrin_preller/t9KMDg_ZGyg.webm,https://www.youtube.com/watch?v=t9KMDg_ZGyg,AudioTranscription/references/katrin_preller/katrin_preller_youtube_t9KMDg_ZGyg_ref_v4.wav,yes,11.350,11.500,11.35,0.000,ok,71E7806851B1C5C25482A09824A2CBF81BB9DB910884373D689B0E9821BA3C97,71E7806851B1C5C25482A09824A2CBF81BB9DB910884373D689B0E9821BA3C97,20,,source_audio_missing,warn
kevin_oregan,Kevin O'Regan,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\kevin_oregan.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/kevin_oregan/8c-qbGgEAEI.webm,https://www.youtube.com/watch?v=8c-qbGgEAEI,AudioTranscription/references/kevin_oregan/kevin_oregan_youtube_8c-qbGgEAEI_ref_v2.wav,yes,10.350,11.500,10.35,0.000,ok,3FBAF164319F0AF4AEF4381DDE8A979715A202F0FD8AF49AA040DD9F6E1AA51F,3FBAF164319F0AF4AEF4381DDE8A979715A202F0FD8AF49AA040DD9F6E1AA51F,21,,source_audio_missing,warn
kieran_fox,Kieran Fox,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\kieran_fox.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_needs_listening_review,AudioTranscription/sources/raw/kieran_fox/CUV7R14CJW0.webm,https://www.youtube.com/watch?v=CUV7R14CJW0,AudioTranscription/references/kieran_fox/kieran_fox_youtube_CUV7R14CJW0_ref_v2.wav,yes,8.200,11.500,8.2,0.000,ok,929440C72A3D2DFD5EFD08A5EA971B5F19152F2393F85B6E4F8072B71FC57F38,929440C72A3D2DFD5EFD08A5EA971B5F19152F2393F85B6E4F8072B71FC57F38,25,,source_audio_missing,warn
leor_roseman,Leor Roseman,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\leor_roseman.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/leor_roseman/nvn0qhD3vB4.webm,https://www.youtube.com/watch?v=nvn0qhD3vB4,AudioTranscription/references/leor_roseman/leor_roseman_youtube_nvn0qhD3vB4_ref_v3.wav,yes,7.650,11.500,7.65,0.000,ok,AB638AFDB6AA02301BCAB144D7CE891CE188E843FADBABB008A589EF198EAB7D,AB638AFDB6AA02301BCAB144D7CE891CE188E843FADBABB008A589EF198EAB7D,23,,source_audio_missing,warn
maddalena_canna,Maddalena Canna,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\maddalena_canna.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/maddalena_canna/_GkB6Uz-pV0_canna_720_738.m4a,https://www.youtube.com/watch?v=_GkB6Uz-pV0,AudioTranscription/references/maddalena_canna/maddalena_canna_youtube__GkB6Uz-pV0_ref_v5.wav,yes,9.200,11.500,9.2,0.000,ok,8B30904369F612F1F5BBF6115F9A2425546C3EEB687F21042FB382A78A98DFAB,8B30904369F612F1F5BBF6115F9A2425546C3EEB687F21042FB382A78A98DFAB,15,,source_audio_missing,warn
manoj_doss,Manoj Doss,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\manoj_doss.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed,AudioTranscription/sources/raw/manoj_doss/CGuJIMjlvz4.webm,https://www.youtube.com/watch?v=CGuJIMjlvz4,AudioTranscription/references/manoj_doss/manoj_doss_youtube_CGuJIMjlvz4_ref_v2.wav,yes,9.720,11.500,9.72,0.000,ok,E426115738E7E65FAB13C30D7B0F2A3675E8BF3E842ECE1D80EA7E7A870F5F8C,E426115738E7E65FAB13C30D7B0F2A3675E8BF3E842ECE1D80EA7E7A870F5F8C,28,,source_audio_missing,warn
martin_fortier,Martin Fortier,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\martin_fortier.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_needs_listening_review,AudioTranscription/sources/raw/martin_fortier/_irgS0b1q1c.webm,https://www.youtube.com/watch?v=_irgS0b1q1c,AudioTranscription/references/martin_fortier/martin_fortier_youtube_irgS0b1q1c_ref_v6.wav,yes,7.250,11.500,7.25,0.000,ok,8AF1ED72991F147F77003154763A24C5656DE0C280C8FA7DFF0E9EF3BFED93AE,8AF1ED72991F147F77003154763A24C5656DE0C280C8FA7DFF0E9EF3BFED93AE,17,,source_audio_missing,warn
mathieu_frerejouan,Mathieu Frerejouan,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\mathieu_frerejouan.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_needs_listening_review,AudioTranscription/sources/raw/mathieu_frerejouan/YBsR4MVpT4I.webm,https://www.youtube.com/watch?v=YBsR4MVpT4I,AudioTranscription/references/mathieu_frerejouan/mathieu_frerejouan_youtube_YBsR4MVpT4I_ref_v3.wav,yes,8.200,11.500,8.2,0.000,ok,78D97EEA7C50013F91E9E3E1A3BCEC64C81E90715B73076AC559104C0B2DB61A,78D97EEA7C50013F91E9E3E1A3BCEC64C81E90715B73076AC559104C0B2DB61A,26,,source_audio_missing,warn
matthew_ratcliffe,Matthew Ratcliffe,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\matthew_ratcliffe.json,candidate_ready,downloaded_reference_candidate,asr_spotcheck_passed_needs_listening_review,AudioTranscription/sources/raw/matthew_ratcliffe/offerings_162186189.mp3,https://podcast.app/offerings-p6783028,AudioTranscription/references/matthew_ratcliffe/matthew_ratcliffe_offerings_162186189_ref_v5.wav,yes,8.800,11.500,8.8,0.000,ok,F2D7908228B04449FD8D5DC96A4DB421BFD4959495D0E584233FCDF066D4F77A,F2D7908228B04449FD8D5DC96A4DB421BFD4959495D0E584233FCDF066D4F77A,21,,source_audio_missing,warn
matthieu_koroma,Matthieu Koroma,C:\Users\cogpsy-vrlab\Documents\GitHub\ALIUS-bulletin\AudioTranscription\profiles\matthieu_koroma.json,working,,asr_spotcheck_passed_needs_listening_review,AudioTranscription/sources/raw/matthieu_koroma/kEmCbay9t1w.wav,https://www.youtube.com/watch?v=kEmCbay9t1w,AudioTranscription/references/matthieu_koroma/matthieu_koroma_youtube_kEmCbay9t1w_ref_v3.wav,yes,6.750,11.500,6.75,0.000,ok,0132C9A87BC715BA96931BC5847EA85FBD2EF8D9ED6515BAF88A52497EF36A02,0132C9A87BC715BA96931BC5847EA85FBD2EF8D9ED6515BAF88A52497EF36A02,21,,source_audio_missing,warn
